# 
# -- Phylter v. 0.9 -- 
# Thu Feb  3 23:38:24 2022
# 
# 
# 
# PARAMETERS
# 
# bvalue=0
# distance=patristic
# k=4
# Norm=TRUE
# test.island=TRUE
# verbose=TRUE
# stop.criteria=1e-05
# 
# SUMMARY
# 
# Total number of outliers detected: 1916
# Number of complete gene outliers : 3
# Number of complete species outliers : 0
# Initial score of the compromise: 0.784132117504409
# Final score of the compromise: 0.819240577302143
# Gain: 3.51% 
# Loss (data filtering): 0.3% 
# Outlier gene(s) detected: ENSG00000159251_ACTC1;ENSG00000178363_CALML3;ENSG00000204007_GLT6D1
# 
# OUTLIERS (contains complete outliers)
# 
# Genes	Species
ENSG00000150556_LYPD6B	Otocyon_megalotis
ENSG00000150556_LYPD6B	Lycaon_pictus
ENSG00000151090_THRB	Acinonyx_jubatus
ENSG00000151090_THRB	Manis_javanica
ENSG00000151090_THRB	Panthera_tigris
ENSG00000151090_THRB	Enhydra_lutris
ENSG00000151090_THRB	Ursus_maritimus
ENSG00000151090_THRB	Odobenus_rosmarus
ENSG00000152402_GUCY1A2	Lynx_canadensis
ENSG00000152402_GUCY1A2	Panthera_pardus
ENSG00000152402_GUCY1A2	Acinonyx_jubatus
ENSG00000152402_GUCY1A2	Gulo_gulo
ENSG00000152402_GUCY1A2	Ursus_maritimus
ENSG00000152402_GUCY1A2	Odobenus_rosmarus
ENSG00000152402_GUCY1A2	Leptonychotes_weddellii
ENSG00000152785_BMP3	Neovison_vison
ENSG00000152785_BMP3	Enhydra_lutris
ENSG00000153485_TMEM251	Manis_javanica
ENSG00000154165_GPR15	Lycaon_pictus
ENSG00000154165_GPR15	Vulpes_vulpes
ENSG00000155093_PTPRN2	Manis_javanica
ENSG00000155093_PTPRN2	Lynx_canadensis
ENSG00000155093_PTPRN2	Puma_concolor
ENSG00000155729_KCTD18	Vulpes_vulpes
ENSG00000158169_FANCC	Manis_javanica
ENSG00000159251_ACTC1	Paradoxurus_hermaphroditus
ENSG00000159251_ACTC1	Felis_catus
ENSG00000159251_ACTC1	Puma_concolor
ENSG00000159251_ACTC1	Gulo_gulo
ENSG00000159251_ACTC1	Ailuropoda_melanoleuca
ENSG00000161638_ITGA5	Canis_familiaris
ENSG00000161849_KRT84	Mellivora_capensis
ENSG00000163082_SGPP2	Vulpes_vulpes
ENSG00000163191_S100A11	Felis_catus
ENSG00000163431_LMOD1	Canis_familiaris
ENSG00000163431_LMOD1	Otocyon_megalotis
ENSG00000163806_SPDYA	Paradoxurus_hermaphroditus
ENSG00000163874_ZC3H12A	Otocyon_megalotis
ENSG00000163975_MELTF	Vulpes_vulpes
ENSG00000164125_FAM198B	Vulpes_vulpes
ENSG00000164325_TMEM174	Vulpes_vulpes
ENSG00000164442_CITED2	Manis_javanica
ENSG00000164442_CITED2	Acinonyx_jubatus
ENSG00000165792_METTL17	Otocyon_megalotis
ENSG00000165805_C12orf50	Manis_javanica
ENSG00000165821_SALL2	Vulpes_vulpes
ENSG00000165970_SLC6A5	Vulpes_vulpes
ENSG00000166106_ADAMTS15	Vulpes_vulpes
ENSG00000166106_ADAMTS15	Lycaon_pictus
ENSG00000166326_TRIM44	Manis_javanica
ENSG00000166326_TRIM44	Otocyon_megalotis
ENSG00000166349_RAG1	Canis_familiaris
ENSG00000166349_RAG1	Otocyon_megalotis
ENSG00000166856_GPR182	Canis_familiaris
ENSG00000167685_ZNF444	Mungos_mungo
ENSG00000168497_CAVIN2	Lutra_lutra
ENSG00000168542_COL3A1	Lycaon_pictus
ENSG00000169139_UBE2V2	Proteles_cristatus
ENSG00000169139_UBE2V2	Paradoxurus_hermaphroditus
ENSG00000169139_UBE2V2	Panthera_pardus
ENSG00000169139_UBE2V2	Acinonyx_jubatus
ENSG00000169139_UBE2V2	Pteronura_brasiliensis
ENSG00000169410_PTPN9	Spilogale_gracilis
ENSG00000169564_PCBP1	Panthera_tigris
ENSG00000169564_PCBP1	Gulo_gulo
ENSG00000169564_PCBP1	Felis_catus
ENSG00000170374_SP7	Lycaon_pictus
ENSG00000170374_SP7	Otocyon_megalotis
ENSG00000170619_COMMD5	Lycaon_pictus
ENSG00000170807_LMOD2	Manis_javanica
ENSG00000171311_EXOSC1	Neovison_vison
ENSG00000171617_ENC1	Vulpes_vulpes
ENSG00000172403_SYNPO2	Canis_familiaris
ENSG00000175040_CHST2	Otocyon_megalotis
ENSG00000176200_OR4D11	Procyon_lotor
ENSG00000177954_RPS27	Paradoxurus_hermaphroditus
ENSG00000179941_BBS10	Lycaon_pictus
ENSG00000179941_BBS10	Vulpes_vulpes
ENSG00000180530_NRIP1	Lycaon_pictus
ENSG00000180530_NRIP1	Vulpes_vulpes
ENSG00000181785_OR5AS1	Suricata_suricatta
ENSG00000181785_OR5AS1	Gulo_gulo
ENSG00000182307_C8orf33	Vulpes_vulpes
ENSG00000182307_C8orf33	Lycaon_pictus
ENSG00000183117_CSMD1	Felis_catus
ENSG00000183117_CSMD1	Panthera_pardus
ENSG00000183733_FIGLA	Vulpes_vulpes
ENSG00000185129_PURA	Neovison_vison
ENSG00000185231_MC2R	Lycaon_pictus
ENSG00000185610_DBX2	Manis_javanica
ENSG00000185668_POU3F1	Manis_javanica
ENSG00000185668_POU3F1	Bassariscus_sumichrasti
ENSG00000188191_PRKAR1B	Manis_javanica
ENSG00000188771_PLET1	Lynx_pardinus
ENSG00000189127_ANKRD34B	Canis_familiaris
ENSG00000189182_KRT77	Felis_catus
ENSG00000189182_KRT77	Panthera_pardus
ENSG00000189182_KRT77	Acinonyx_jubatus
ENSG00000189362_NEMP2	Lycaon_pictus
ENSG00000189367_KIAA0408	Vulpes_vulpes
ENSG00000196371_FUT4	Vulpes_vulpes
ENSG00000197728_RPS26	Felis_catus
ENSG00000197728_RPS26	Lycaon_pictus
ENSG00000197728_RPS26	Phoca_vitulina
ENSG00000198812_LRRC10	Canis_familiaris
ENSG00000198812_LRRC10	Otocyon_megalotis
ENSG00000198890_PRMT6	Canis_familiaris
ENSG00000203705_TATDN3	Lycaon_pictus
ENSG00000203705_TATDN3	Otocyon_megalotis
ENSG00000204640_NMS	Panthera_pardus
ENSG00000204897_KRT25	Proteles_septentrionalis
ENSG00000205002_NT.fastaRD	Ursus_americanus
ENSG00000205002_NT.fastaRD	Ursus_thibetanus
ENSG00000213928_IRF9	Lycaon_pictus
ENSG00000213928_IRF9	Otocyon_megalotis
ENSG00000214253_FIS1	Odobenus_rosmarus
ENSG00000221858_OR2A12	Ursus_arctos
ENSG00000221937_TAS2R40	Enhydra_lutris
ENSG00000247626_MARS2	Otocyon_megalotis
ENSG00000247626_MARS2	Lycaon_pictus
ENSG00000254656_RTL1	Lynx_canadensis
ENSG00000254656_RTL1	Mustela_putorius
ENSG00000260456_C16orf95	Ursus_maritimus
ENSG00000002919_SNX11	Vulpes_vulpes
ENSG00000011243_AKAP8L	Manis_javanica
ENSG00000011523_CEP68	Vulpes_vulpes
ENSG00000038382_TRIO	Lycaon_pictus
ENSG00000038382_TRIO	Vulpes_vulpes
ENSG00000056558_TRAF1	Vulpes_vulpes
ENSG00000066557_LRRC40	Otocyon_megalotis
ENSG00000067064_IDI1	Taxidea_taxus
ENSG00000067064_IDI1	Mellivora_capensis
ENSG00000068078_FGFR3	Mustela_putorius
ENSG00000068078_FGFR3	Enhydra_lutris
ENSG00000079387_SENP1	Manis_javanica
ENSG00000082074_FYB1	Suricata_suricatta
ENSG00000102466_FGF14	Leptonychotes_weddellii
ENSG00000102466_FGF14	Lynx_pardinus
ENSG00000102466_FGF14	Panthera_tigris
ENSG00000102466_FGF14	Ailuropoda_melanoleuca
ENSG00000102466_FGF14	Odobenus_rosmarus
ENSG00000105851_PIK3CG	Vulpes_vulpes
ENSG00000109851_DBX1	Otocyon_megalotis
ENSG00000111046_MYF6	Canis_familiaris
ENSG00000111196_MAGOHB	Canis_familiaris
ENSG00000114982_KANSL3	Manis_javanica
ENSG00000115266_APC2	Leptonychotes_weddellii
ENSG00000116005_PCYOX1	Canis_familiaris
ENSG00000116745_RPE65	Canis_familiaris
ENSG00000116745_RPE65	Otocyon_megalotis
ENSG00000119547_ONECUT2	Vulpes_vulpes
ENSG00000120451_SNX19	Canis_familiaris
ENSG00000120451_SNX19	Otocyon_megalotis
ENSG00000121853_GHSR	Lycaon_pictus
ENSG00000123612_ACVR1C	Arctocephalus_gazella
ENSG00000127554_GFER	Canis_familiaris
ENSG00000128739_SNRPN	Taxidea_taxus
ENSG00000129991_TNNI3	Manis_javanica
ENSG00000133488_SEC14L4	Proteles_septentrionalis
ENSG00000133561_GIMAP6	Puma_concolor
ENSG00000133561_GIMAP6	Paradoxurus_hermaphroditus
ENSG00000133561_GIMAP6	Felis_catus
ENSG00000133858_ZFC3H1	Canis_familiaris
ENSG00000133858_ZFC3H1	Otocyon_megalotis
ENSG00000135387_CAPRIN1	Otocyon_megalotis
ENSG00000135439_AGAP2	Vulpes_vulpes
ENSG00000136114_THSD1	Manis_javanica
ENSG00000139291_TMEM19	Canis_familiaris
ENSG00000139540_SLC39A5	Vulpes_vulpes
ENSG00000140368_PSTPIP1	Otocyon_megalotis
ENSG00000143158_MPC2	Ursus_thibetanus
ENSG00000147166_ITGB1BP2	Manis_javanica
ENSG00000152785_BMP3	Mellivora_capensis
ENSG00000152785_BMP3	Pteronura_brasiliensis
ENSG00000156966_B3GNT7	Ursus_arctos
ENSG00000163431_LMOD1	Manis_javanica
ENSG00000163874_ZC3H12A	Vulpes_vulpes
ENSG00000163946_FAM208A	Manis_javanica
ENSG00000164125_FAM198B	Canis_familiaris
ENSG00000164251_F2RL1	Otocyon_megalotis
ENSG00000164325_TMEM174	Otocyon_megalotis
ENSG00000164334_FAM170A	Lycaon_pictus
ENSG00000165792_METTL17	Vulpes_vulpes
ENSG00000166106_ADAMTS15	Otocyon_megalotis
ENSG00000167685_ZNF444	Helogale_parvula
ENSG00000167972_ABCA3	Taxidea_taxus
ENSG00000169139_UBE2V2	Proteles_septentrionalis
ENSG00000169564_PCBP1	Manis_javanica
ENSG00000169564_PCBP1	Taxidea_taxus
ENSG00000170619_COMMD5	Canis_familiaris
ENSG00000172403_SYNPO2	Lycaon_pictus
ENSG00000172403_SYNPO2	Vulpes_vulpes
ENSG00000174740_PABPC5	Manis_javanica
ENSG00000176200_OR4D11	Gulo_gulo
ENSG00000176200_OR4D11	Vulpes_vulpes
ENSG00000177932_ZNF354C	Paradoxurus_hermaphroditus
ENSG00000177932_ZNF354C	Mustela_putorius
ENSG00000183733_FIGLA	Otocyon_megalotis
ENSG00000185231_MC2R	Canis_familiaris
ENSG00000185291_IL3RA	Mustela_putorius
ENSG00000185909_KLHDC8B	Manis_javanica
ENSG00000187123_LYPD6	Manis_javanica
ENSG00000188771_PLET1	Panthera_pardus
ENSG00000188771_PLET1	Acinonyx_jubatus
ENSG00000188771_PLET1	Lutra_lutra
ENSG00000189127_ANKRD34B	Vulpes_vulpes
ENSG00000189127_ANKRD34B	Lycaon_pictus
ENSG00000189182_KRT77	Panthera_tigris
ENSG00000189182_KRT77	Lynx_pardinus
ENSG00000189367_KIAA0408	Lycaon_pictus
ENSG00000198816_ZNF358	Gulo_gulo
ENSG00000198890_PRMT6	Manis_javanica
ENSG00000198890_PRMT6	Vulpes_vulpes
ENSG00000204033_LRIT2	Vulpes_vulpes
ENSG00000204897_KRT25	Proteles_cristatus
ENSG00000205002_NT.fastaRD	Phoca_vitulina
ENSG00000205002_NT.fastaRD	Leptonychotes_weddellii
ENSG00000214253_FIS1	Otocyon_megalotis
ENSG00000214253_FIS1	Phoca_vitulina
ENSG00000221937_TAS2R40	Pteronura_brasiliensis
ENSG00000254656_RTL1	Felis_catus
ENSG00000254656_RTL1	Panthera_pardus
ENSG00000254656_RTL1	Acinonyx_jubatus
ENSG00000260456_C16orf95	Ailuropoda_melanoleuca
ENSG00000049540_ELN	Panthera_tigris
ENSG00000066557_LRRC40	Vulpes_vulpes
ENSG00000068078_FGFR3	Neovison_vison
ENSG00000068078_FGFR3	Pteronura_brasiliensis
ENSG00000099917_MED15	Manis_javanica
ENSG00000106852_LHX6	Canis_familiaris
ENSG00000107185_RGP1	Otocyon_megalotis
ENSG00000109851_DBX1	Vulpes_vulpes
ENSG00000111196_MAGOHB	Ailuropoda_melanoleuca
ENSG00000112787_FBRSL1	Manis_javanica
ENSG00000115266_APC2	Manis_javanica
ENSG00000127191_TRAF2	Spilogale_gracilis
ENSG00000132530_XAF1	Ursus_thibetanus
ENSG00000133107_TRPC4	Manis_javanica
ENSG00000133561_GIMAP6	Hyaena_hyaena
ENSG00000133561_GIMAP6	Suricata_suricatta
ENSG00000133561_GIMAP6	Panthera_pardus
ENSG00000135439_AGAP2	Manis_javanica
ENSG00000137825_ITPKA	Otocyon_megalotis
ENSG00000139291_TMEM19	Vulpes_vulpes
ENSG00000139540_SLC39A5	Otocyon_megalotis
ENSG00000151917_BEND6	Manis_javanica
ENSG00000156966_B3GNT7	Ursus_americanus
ENSG00000156966_B3GNT7	Ursus_thibetanus
ENSG00000165704_HPRT1	Panthera_pardus
ENSG00000166086_JAM3	Spilogale_gracilis
ENSG00000167173_C15orf39	Otocyon_megalotis
ENSG00000169139_UBE2V2	Canis_familiaris
ENSG00000169554_ZEB2	Canis_familiaris
ENSG00000169564_PCBP1	Panthera_pardus
ENSG00000169564_PCBP1	Mustela_putorius
ENSG00000176200_OR4D11	Neofelis_nebulosa
ENSG00000176200_OR4D11	Otocyon_megalotis
ENSG00000176200_OR4D11	Mirounga_angustirostris
ENSG00000181785_OR5AS1	Lynx_canadensis
ENSG00000181785_OR5AS1	Ursus_arctos
ENSG00000185291_IL3RA	Enhydra_lutris
ENSG00000188771_PLET1	Panthera_tigris
ENSG00000188771_PLET1	Arctocephalus_gazella
ENSG00000189367_KIAA0408	Canis_familiaris
ENSG00000196872_KIAA1211L	Canis_familiaris
ENSG00000205002_NT.fastaRD	Ailurus_fulgens
ENSG00000205002_NT.fastaRD	Nasua_narica
ENSG00000205002_NT.fastaRD	Procyon_lotor
ENSG00000205002_NT.fastaRD	Canis_familiaris
ENSG00000254656_RTL1	Manis_javanica
ENSG00000254656_RTL1	Lynx_pardinus
ENSG00000254656_RTL1	Panthera_tigris
ENSG00000066557_LRRC40	Lycaon_pictus
ENSG00000069482_GAL	Manis_javanica
ENSG00000095932_SMIM24	Odobenus_rosmarus
ENSG00000107185_RGP1	Lycaon_pictus
ENSG00000108344_PSMD3	Ursus_americanus
ENSG00000115266_APC2	Neofelis_nebulosa
ENSG00000115266_APC2	Panthera_pardus
ENSG00000132530_XAF1	Ursus_maritimus
ENSG00000132530_XAF1	Ursus_arctos
ENSG00000139291_TMEM19	Otocyon_megalotis
ENSG00000156925_ZIC3	Manis_javanica
ENSG00000169554_ZEB2	Otocyon_megalotis
ENSG00000169554_ZEB2	Lycaon_pictus
ENSG00000169564_PCBP1	Puma_concolor
ENSG00000169564_PCBP1	Enhydra_lutris
ENSG00000176200_OR4D11	Crocuta_Crocuta
ENSG00000176200_OR4D11	Paradoxurus_hermaphroditus
ENSG00000176200_OR4D11	Mustela_putorius
ENSG00000176200_OR4D11	Lycaon_pictus
ENSG00000185291_IL3RA	Canis_familiaris
ENSG00000066557_LRRC40	Canis_familiaris
ENSG00000132530_XAF1	Ailuropoda_melanoleuca
ENSG00000169554_ZEB2	Manis_javanica
ENSG00000169554_ZEB2	Vulpes_vulpes
ENSG00000169564_PCBP1	Ursus_maritimus
ENSG00000176200_OR4D11	Ailuropoda_melanoleuca
ENSG00000176200_OR4D11	Ursus_arctos
ENSG00000176200_OR4D11	Canis_familiaris
